category,level,year,name,id,credits,professor,department,sub-category,language,location,remark
Elective Subject for Major,Graduate,1,Seminar in Metaphysics,113.557 001,3,Sungil Han,Western Philosophy Major,,Korean,"[{'time': 'Thur.(14:00~16:50)', 'place': '7-309'}]", 
Elective Subject for Major,Graduate,0,Studies in Morphology,108.703 001,3,Jun  Jongho,Department of Linguistics,,Korean,"[{'time': 'Wed.(10:00~12:50)', 'place': '2-320'}]", 
Elective Subject for Major,Graduate,0,Studies in Criminal Policy,270.688 001,3,Han In Sup,College of Law,,Korean,"[{'time': 'Fri.(19:00~21:50)', 'place': '17-106'}]", 
Requisite Subject for Major,Undergraduate,2,Harmony 4,6522.2284 001,1,Doyoon Kim,Theory Major,,Korean,"[{'time': 'Thur.(16:00~16:50)', 'place': '53-108'}, {'time': 'Thur.(17:00~17:50)', 'place': '53-108'}]",®
Requisite Subject for Major,Undergraduate,1,Harmony for Composers 2,6521.1104 001,2,Jun  Sangjick,Composition Major,,Korean,"[{'time': 'Tue.(09:00~10:50)', 'place': '55-302'}]",®
Requisite Subject for Major,Undergraduate,1,Harmony 2,6522.1282 001,1,Doyoon Kim,Theory Major,,Korean,"[{'time': 'Thur.(11:00~11:50)', 'place': '53-108'}, {'time': 'Thur.(12:00~12:50)', 'place': '53-108'}]",®
Elective Subject for Major,Undergraduate,3,Fossils and Lab.,3345.308 001,3,Yuong-Nam Lee,Department of Earth and Environmental Sciences,,Korean,"[{'time': 'Mon.(10:00~11:50)', 'place': '24-103'}, {'time': 'Wed.(10:00~11:50)', 'place': '24-103'}]", 
Elective Subject for Major,Graduate,0,Topics in Money and Finance,212.709 001,3,Kim Young  Sik,Department of Economics,,Korean,"[{'time': 'Wed.(14:00~16:50)', 'place': '101-512'}]", 
Requisite Subject for Major,Undergraduate,2,Harmony for Composers 4,6521.2228 001,2,Jun  Sangjick,Composition Major,,Korean,"[{'time': 'Tue.(11:00~12:50)', 'place': '53-108'}]",®
Elective Subject for Major,Graduate,0,Studies in Pragmatics,108.611 001,3,Jeong Sunwoo,Department of Linguistics,,English,"[{'time': 'Tue.(10:00~12:50)', 'place': '2-320'}]",ⓔ
Elective Subject for Major,Undergraduate,3,Money and Finance,212.303 001,3,,Department of Economics,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '83-505'}, {'time': 'Thur.(11:00~12:15)', 'place': '83-505'}]",®
Elective Subject for Major,Undergraduate,4,Pragmatics,108.420 001,3,Yugyeong Park,Department of Linguistics,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '6-106'}, {'time': 'Thur.(11:00~12:15)', 'place': '6-106'}]", 
Elective Subject for Major,Graduate,0,Chemistry of Chemotherapeutic Agents 2,375.771 001,3,Lak Shin Jeong,College of Pharmacy,,Korean,"[{'time': 'Thur.(13:00~15:50)', 'place': '143-102'}]", 
Requisite Subject for Major,Undergraduate,3,Materials and Methods in Teaching of Chemistry,718.419 001,3,,Chemistry Education Major,Education,Korean,"[{'time': 'Fri.(09:00~11:50)', 'place': '11-102'}]", 
Elective Subject for Major,Graduate,0,Graduate Seminar for Chemical Engineers,458.710 001,1,Youn Sang Kim,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Wed.(09:00~10:50)', 'place': '302-808'}]", 
Elective Subject for Major,Graduate,0,Chemistry Education and Chemistry Seminar,718.662 001,3,,Chemistry Major,,Korean,"[{'time': 'Thur.(13:00~15:50)', 'place': '11-101'}]", 
Requisite Subject for Major,Undergraduate,2,Elementary Lab. for Chemical and Biological Engineering,458.206 001,2,Kim Dae-Hyeong,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(09:00~12:50)', 'place': '302-610'}]",®
Requisite Subject for Major,Undergraduate,2,Elementary Lab. for Chemical and Biological Engineering,458.206 002,2,Kim Dae-Hyeong,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(14:00~17:50)', 'place': '302-610'}]",®
Requisite Subject for Major,Undergraduate,2,Elementary Lab. for Chemical and Biological Engineering,458.206 003,2,Byung-Soo Kim,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(09:00~12:50)', 'place': '302-409'}]",®
Requisite Subject for Major,Undergraduate,3,Chemical and Biological Process Lab.,458.307 003,2,Kim Do Heui,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(09:00~12:50)', 'place': '302-508'}]",®
Requisite Subject for Major,Undergraduate,3,Chemical and Biological Process Lab.,458.307 004,2,Kim Do Heui,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(14:00~17:50)', 'place': '302-508'}]",®
Requisite Subject for Major,Undergraduate,3,Chemical and Biological Process Lab.,458.307 001,2,Jong Hun Kang,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(09:00~12:50)', 'place': '302-709'}]",®
Requisite Subject for Major,Undergraduate,3,Chemical and Biological Process Lab.,458.307 002,2,Jong Hun Kang,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(14:00~17:50)', 'place': '302-709'}]",®
Elective Subject for Major,Undergraduate,1,Introduction to Chemical and Biological Engineering,400.023 001,3,Youn Sang Kim,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Mon.(09:30~10:45)', 'place': '302-808'}, {'time': 'Mon.(11:00~12:15)', 'place': '302-808'}]", 
Elective Subject for Major,Undergraduate,4,Management in Chemical Industries,458.423 001,1,Ahn Kyung Hyun,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Mon.(17:00~18:50)', 'place': '302-808'}]",®
Elective Subject for Major,Graduate,0,Chemical Biology,3343.726 001,3,Park Seung  Bum,Department of Chemistry,,English,"[{'time': 'Tue.(09:30~10:45)', 'place': '500-L305'}, {'time': 'Thur.(09:30~10:45)', 'place': '500-L305'}]",ⓔ
Requisite Subject for Major,Undergraduate,2,Elementary Lab. for Chemical and Biological Engineering,458.206 004,2,Jaewook Nam,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Fri.(14:00~17:50)', 'place': '302-409'}]",®
Elective Subject for Major,Graduate,0,Chemistry Seminar,3343.510 001,1,Yun Jeong Hwang,Department of Chemistry,,Korean,"[{'time': 'Thur.(16:00~17:50)', 'place': '56-105'}]", 
Elective Subject for Major,Undergraduate,2,Probability Theory,715.219 001,2,Han Soo-Yun,Department of  Mathematics Education,,Korean,"[{'time': 'Wed.(13:00~14:50)', 'place': '10-1-202'}]", 
Elective Subject for Major,Graduate,0,Special Research in Chemistry 2,3343.702 001,3,Kim  Seong Keun,Department of Chemistry,,Korean,"[{'time': 'Fri.(17:00~22:50)', 'place': ' '}]",®
Elective Subject for Major,Graduate,0,Special Research in Chemistry 4,3343.704 001,3,Lee Seonghoon,Department of Chemistry,,Korean,"[{'time': 'Sat.(10:00~15:50)', 'place': ' '}]",®
Elective Subject for Major,Undergraduate,4,Undergraduate Research in Chemistry,3343.406 001,3,Seokhee Kim,Department of Chemistry,,Korean,"[{'time': 'Sat.(13:00~18:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Special Research in Chemistry 6,3343.706 001,3,Hong Byung Hee,Department of Chemistry,,Korean,"[{'time': 'Sat.(17:00~22:50)', 'place': ' '}]",®
Elective Subject for Major,Undergraduate,4,Chemistry Research 2,718.458 001,1,,Chemistry Education Major,,Korean,"[{'time': 'Fri.(15:00~15:50)', 'place': '11-102'}, {'time': 'Fri.(14:00~14:50)', 'place': '11-102'}]", 
Elective Subject for Major,Graduate,0,Probability Theory 2,326.516 001,3,Lee Sangyeol,Department of Statistics,,Korean,"[{'time': 'Tue.(15:30~16:45)', 'place': '25-210'}, {'time': 'Thur.(15:30~16:45)', 'place': '25-210'}]",®
Requisite Subject for Major,Undergraduate,3,Environmental Management,538.301 001,3,Mi Sun Park,Global Environmental Management Major,,Korean,"[{'time': 'Fri.(09:00~11:50)', 'place': ' '}]", 
Requisite Subject for Major,Undergraduate,4,Environmental Management Practicum(internship),538.404 001,3,Suh Kyo,Global Environmental Management Major,,Korean,"[{'time': 'Thur.(15:00~16:50)', 'place': ' '}, {'time': 'Thur.(17:00~18:50)', 'place': ' '}]", 
Requisite Subject for Major,Undergraduate,4,Environmental Management Seminar,538.407 001,1,Lee Dong Kun,Global Environmental Management Major,,Korean,"[{'time': 'Tue.(16:00~17:50)', 'place': '200-9210'}]", 
Elective Subject for Major,Undergraduate,4,Environmental Economics,5201.404 001,3,Kwon Oh Sang,Agricultural and Resource Economics Major,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '200-1039'}, {'time': 'Wed.(14:00~15:15)', 'place': '200-1039'}]", 
Elective Subject for Major,Undergraduate,1,Environment and Geography,700.108 001,3,Young Shin Lim,Department of Geography Education,,Korean,"[{'time': 'Tue.(14:00~16:50)', 'place': '10-102'}]",®
Elective Subject for Major,Graduate,0,Studies in Environmental Economics,520.603 001,3,Kwon Oh Sang,Agricultural and Resource Economics Major,,Korean,"[{'time': 'Tue.(14:00~16:50)', 'place': '200-8224'}]", 
Elective Subject for Major,Undergraduate,2,Environmental Engineering,457.210A 001,3,Choe Jong Kwon,Department of Civil and Environmental Engineering,,English,"[{'time': 'Mon.(09:30~10:45)', 'place': '35-316'}, {'time': 'Wed.(09:30~10:45)', 'place': '35-316'}]",ⓔ®Open only to CEE major
Elective Subject for Major,Undergraduate,4,Environmental Engineering Systems Design,457.410 001,3,Kim Jae Young,Department of Civil and Environmental Engineering,,Korean,"[{'time': 'Wed.(10:00~10:50)', 'place': '35-431'}, {'time': 'Fri.(18:00~21:50)', 'place': '35-431'}]", 
Elective Subject for Major,Undergraduate,4,Environment & Education,719.433 001,3,Han Miehie,Department of Biology Education,,English,"[{'time': 'Wed.(16:00~18:50)', 'place': '9-115'}]",ⓔ
Elective Subject for Major,Graduate,0,Molecular Epidemiology in Environmental Health,551.682 001,3,Ryu  Dougyoung,Department of Veterinary Medicine,,English,"[{'time': 'Tue.(14:00~16:50)', 'place': '85-305'}]",ⓔ
Elective Subject for Major,Graduate,0,Environmental Aesthetics,5271.517 001,3,Pae  Jeong-Hann,Landscape Architecture Major,,Korean,"[{'time': 'Mon.(16:00~18:50)', 'place': '200-9207'}]", 
Elective Subject for Major,Graduate,0,Environmentally Functioning Materials,445.686 001,3,Kang Kisuk,Department of Materials Science and Engineering,,English,"[{'time': 'Mon.(11:00~12:15)', 'place': '33-226'}, {'time': 'Wed.(11:00~12:15)', 'place': '33-226'}]",ⓔ
Elective Subject for Major,Undergraduate,4,Conservation Ecology,208.408 001,3,Yi Hoonchong,Department of Geography,,Korean,"[{'time': 'Tue.(14:00~16:50)', 'place': '16-1-404'}]", 
Elective Subject for Major,Undergraduate,3,Environmental Analysis and Planning,538.309 001,3,Yeo Min Ju,Global Environmental Management Major,,Korean,"[{'time': 'Wed.(14:00~15:50)', 'place': ' '}, {'time': 'Wed.(16:00~17:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Topics in Environmental Geology,3345.750 001,3,Lee  Kang Kun,Department of Earth and Environmental Sciences,,English,"[{'time': 'Tue.(13:00~15:50)', 'place': '25-1-208'}]",ⓔ
Elective Subject for Major,Graduate,0,Environmental Surface Chemistry,459.700 001,3,Cho Heechan,Energy Resources Engineering Major,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '38-418'}, {'time': 'Thur.(11:00~12:15)', 'place': '38-418'}]", 
Requisite Subject for Major,Undergraduate,3,Field Practice and Seminar in Wood and Paper Industry,5242.313 001,3,Choi In-Gyu,Environmental Materials Science Major,,Korean,"[{'time': 'Fri.(18:00~18:50)', 'place': '200-6219'}, {'time': 'Sat.(13:00~16:50)', 'place': '200-6219'}]", 
Elective Subject for Major,Undergraduate,2,Chemistry and Process in Environmental Materials,5242.208 001,3,Kwak Hyo Won,Environmental Materials Science Major,,Korean,"[{'time': 'Tue.(13:00~15:50)', 'place': '200-6219'}]", 
Requisite Subject for Major,Undergraduate,2,Fundamental Fluid Mechanics,5272.221 001,3,Inhong Song,Rural Systems Engineering Major,,Korean,"[{'time': 'Thur.(14:00~16:50)', 'place': '200-1024'}]", 
Requisite Subject for Major,Undergraduate,1,Principles of Accounting,251.205 001,3,Lee Woo Jong,Department of Business Administration,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '58-218'}, {'time': 'Wed.(14:00~15:15)', 'place': '58-218'}]",®Exchange students can register on the last day of the course registration period.
Requisite Subject for Major,Undergraduate,1,Principles of Accounting,251.205 003,3,Sunhwa Choi,Department of Business Administration,,English,"[{'time': 'Mon.(11:00~12:15)', 'place': '58-325'}, {'time': 'Wed.(11:00~12:15)', 'place': '58-325'}]",ⓔ®Exchange students can register on the last day of the course registration period.
Requisite Subject for Major,Undergraduate,1,Principles of Accounting,251.205 002,3,Lee Yong Gyu,Department of Business Administration,,English,"[{'time': 'Tue.(11:00~12:15)', 'place': '58-218'}, {'time': 'Thur.(11:00~12:15)', 'place': '58-218'}]",ⓔ®Exchange students can register on the last day of the course registration period.
Requisite Subject for Major,Undergraduate,1,Principles of Accounting,251.205 005,3,,Department of Business Administration,,Korean,"[{'time': 'Tue.(14:00~15:15)', 'place': '58-323'}, {'time': 'Thur.(14:00~15:15)', 'place': '58-323'}]",®Exchange students can register on the last day of the course registration period.
Requisite Subject for Major,Undergraduate,1,Principles of Accounting,251.205 004,3,,Department of Business Administration,,English,"[{'time': 'Tue.(09:30~10:45)', 'place': '58-327'}, {'time': 'Thur.(09:30~10:45)', 'place': '58-327'}]",ⓔ®Exchange students can register on the last day of the course registration period.
Elective Subject for Major,Undergraduate,3,Auditing,251.401 001,3,Hyuk Jai Kwon,Department of Business Administration,,Korean,"[{'time': 'Tue.(14:00~16:50)', 'place': '58-324'}]", 
Elective Subject for Major,Graduate,,Topics in Corporations,270.657 003,3,Kyung Hoon Chun,Department of Law,,Korean,"[{'time': 'Thur.(19:00~21:50)', 'place': '15-1-201'}]", 
Requisite Subject for Major,Undergraduate,1,Principles of Accounting,251.205 006,3,Lee Woo Jong,Department of Business Administration,,Korean,"[{'time': 'Mon.(12:30~13:45)', 'place': '58-218'}, {'time': 'Wed.(12:30~13:45)', 'place': '58-218'}]",®
Requisite Subject for Major,Undergraduate,2,Painting 2,602.202A 001,2,Choi Soojung,Department of Painting,,Korean,"[{'time': 'Thur.(13:00~16:50)', 'place': '51-208'}]",®
Requisite Subject for Major,Undergraduate,2,Painting 2,602.202A 002,2,Choi Youngbin,Department of Painting,,Korean,"[{'time': 'Mon.(14:00~17:50)', 'place': '51-301'}]",®
Elective Subject for Major,Graduate,0,Topics in Corporations,270.657 001,3,Joon Hyug Chung,College of Law,,Korean,"[{'time': 'Fri.(19:00~21:50)', 'place': '15-1-303'}]", 
Elective Subject for Major,Undergraduate,2,Painting Materials and Techniques,601.214A 001,2,Kim Minjung,Department of Oriental Painting,,Korean,"[{'time': 'Fri.(10:00~12:50)', 'place': '50-105'}, {'time': 'Fri.(09:00~09:50)', 'place': '50-106'}]", 
Elective Subject for Major,Graduate,0,Topics in Corporations,270.657 002,3,Kim  Hwajin,College of Law,,Korean,"[{'time': 'Wed.(19:00~21:50)', 'place': '15-1-201'}]", 
Elective Subject for Major,Graduate,0,Soil Dynamics,457.602 001,3,Kim Sung Ryul,Civil and Environmental Engineering Major,,English,"[{'time': 'Mon.(09:30~10:45)', 'place': '35-432'}, {'time': 'Wed.(09:30~10:45)', 'place': '35-432'}]",ⓔ
Requisite Subject for Major,Undergraduate,3,Oceanography and Lab. 2,721.322 001,3,Kyung-Ae Park,Department of Earth Science Education,,Korean,"[{'time': 'Wed.(14:00~15:50)', 'place': '13-102'}, {'time': 'Wed.(16:00~17:50)', 'place': '13-102'}]", 
Elective Subject for Major,Undergraduate,2,Modern Dance,722.250A 001,1,Kim Jiyun,Department of Physical Education,,Korean,"[{'time': 'Thur.(11:00~12:50)', 'place': ' '}]", 
Requisite Subject for Major,Undergraduate,4,Nuclear Medicine and Clerkship,801.310A 001,1,Gi Jeong Cheon,Department of Medicine,,Korean,"[{'time': '', 'place': ''}]", 
Elective Subject for Major,Graduate,0,Research Methods in Anatomy,801.520 001,3,Dong Hyun Jo,Anatomy Major,,Korean,"[{'time': 'Wed.(18:00~20:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Environmental Toxicology,801.815 001,3,Min Kyoung-Bok,Preventive Medicine Major,,Korean,"[{'time': 'Tue.(15:00~17:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Studies in Vascular Diseases,802.887A 001,2,Seung-Kee Min,Surgery Major,,Korean,"[{'time': 'Tue.(18:00~19:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Thoracic Radiology,802.831A 001,3,Goo  Jin Mo,Radiology Major,,Korean,"[{'time': 'Wed.(18:00~20:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,,Foreign Direct Investment,8751.720 001,3,Yin Wenyan,International Commerce Major,,English,"[{'time': 'Thur.(14:00~15:50)', 'place': '140-2-202'}, {'time': 'Thur.(16:00~17:50)', 'place': '140-2-202'}]",ⓔ
Elective Subject for Major,Graduate,0,Contemporary World Politics,8753.511 001,3,Cho Young Nam,International Area Studies Major,,Korean,"[{'time': 'Tue.(14:00~16:50)', 'place': '140-1-202'}]",recognized as: either area studies or cooperation
Elective Subject for Major,Undergraduate,2,Mathematical Analysis,881.008 001,3,Jeong Ja A,Department of Mathematical Sciences,,Korean,"[{'time': 'Tue.(17:00~18:15)', 'place': '26-B102'}, {'time': 'Thur.(17:00~18:15)', 'place': '26-B102'}]",®
Elective Subject for Major,Undergraduate,3,Modern Algebra 2,881.302 001,3,Suh Uhi Rinn,Department of Mathematical Sciences,,Korean,"[{'time': 'Mon.(09:30~10:45)', 'place': '43-1-201'}, {'time': 'Wed.(09:30~10:45)', 'place': '43-1-201'}]", 
Elective Subject for Major,Undergraduate,4,Homological Algebra,881.437 001,3,David Donghoon Hyeon,Department of Mathematical Sciences,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '25-105'}, {'time': 'Wed.(14:00~15:15)', 'place': '25-105'}]", 
Elective Subject for Major,Undergraduate,4,Nuclei and Particles,884.402 001,3,Yang Un Ki,Physics Program Major,,Korean,"[{'time': 'Mon.(11:00~12:15)', 'place': '22-412'}, {'time': 'Wed.(11:00~12:15)', 'place': '22-412'}]", 
Elective Subject for Major,Graduate,0,Environmental Chemistry,903.501A 001,3,Zoh Kyung Duk,Environmental Health Major,,Korean,"[{'time': 'Mon.(13:00~15:50)', 'place': '221-110'}]", 
Elective Subject for Major,Graduate,0,Physics for Environmental Health Sciences,903.576 001,3,Naomichi Yamamoto,Environmental Health Major,,English,"[{'time': 'Tue.(10:00~12:50)', 'place': '220-726'}]",ⓔ
Elective Subject for Major,Graduate,,Environmental Health Seminar,903.556B 001,1,,Environmental Health Major,,Korean,"[{'time': 'Thur.(13:00~13:50)', 'place': '220-726'}]", 
